train rmse,train mse,test_rmse,test_mse,train_pll,test_pll,time,data_set_name
0.601483857320596,0.361782830617262,0.0150458821757999,0.000226378570448054,-947.799712723707,2.80138595278102,6843.5286629,n4_75_100_m
0.736802203722433,0.542877487410234,0.00387331262458373,1.50025506877597e-05,-2227195.18194499,5.98861315002862,6837.9381864,n4_75_76_m
0.605736947082005,0.366917249060228,0.0132809691622148,0.0001763841418877,-175444.438501957,5.00724167426999,6814.67196,n4_75_77_m
0.354621373816709,0.12575631876765,0.0148839290580887,0.000221531344206217,-11868.7173721979,4.26852874499907,6842.1531381,n4_75_78_m
0.607372607223627,0.368901484005626,0.00822332982323193,6.76231533816557e-05,-46616.3778486342,4.43439059705222,6852.8668813,n4_75_79_m
0.283386044661289,0.08030765030877,0.0106091077870294,0.000112553168036808,-23317.6144123025,4.74691580611837,6853.3338431,n4_75_80_m
0.570030261853533,0.324934499428807,0.00348708566612785,1.21597664429143e-05,-132763.067880758,5.16417268828574,6852.3295099,n4_75_81_m
0.487947837753799,0.238093092368608,0.00336386019454891,1.13155554084707e-05,-111517.736296193,5.18243323459115,6851.4947444,n4_75_82_m
0.521073775954633,0.271517879987619,0.0160023434366509,0.000256074995464524,-4582.43473656243,3.5219107980021,6831.9046706,n4_75_83_m
0.408655326548373,0.166999175916357,0.014717580985217,0.000216607190056422,-8394.64411150594,3.99065893558894,6822.4478183,n4_75_84_m
0.623695179609772,0.388995677068466,0.0174960091733163,0.000306110336992769,-44809.9692082429,4.45850147273409,6825.0627446,n4_75_85_m
0.712325872242229,0.507408148265652,0.0126134671494479,0.000159099553530201,-41754.0484783201,4.26517812472092,6840.0419671,n4_75_86_m
0.552835861365355,0.305627489611574,0.0167413010026458,0.000280271159261189,-9357.2238768705,3.84167702706852,6847.3507499,n4_75_87_m
0.689263407125234,0.475084044401887,0.0175536521341005,0.000308130703245009,-3674.08523512162,3.23512665820553,6852.6851823,n4_75_88_m
0.579003471317085,0.335245019797234,0.00689667503671296,4.75641265620197e-05,-16509.5009859362,4.12094260649393,6841.4145375,n4_75_89_m
0.761977214526102,0.580609275456957,0.00964046762266274,9.29386159836085e-05,-5013.49638562543,3.34529140887807,6849.6405042,n4_75_90_m
0.454674818546031,0.206729190619867,0.0054607663349932,2.9819968965395e-05,-12201.1808138113,4.21631809785124,7048.9018757,n4_75_91_m
0.120759986912015,0.01458297443899,0.0161141445297225,0.000259665653924784,-989.915731703472,4.24705463427694,7038.1693105,n4_75_92_m
0.637958902472217,0.406991561243556,0.0131123572946185,0.000171933913821735,-48671.7867487467,4.54623561666189,7027.1688213,n4_75_93_m
0.438505941370411,0.192287460617151,0.00943428081479691,8.90056544924451e-05,-9969.77209378919,4.08718177166912,7031.455097,n4_75_94_m
0.205367118158552,0.0421756532207487,0.0192867227360211,0.000371977673896152,-1797.07215096774,4.04812450590829,7026.2731534,n4_75_95_m
0.64426557828879,0.415078135367789,0.0137051617993307,0.000187831459945833,-16706.7517526253,4.09331811260186,7023.9656254,n4_75_96_m
0.649117035198228,0.421352925384538,0.017884090341876,0.000319840687356382,-1818.68062617668,2.97032983756527,7025.3613875,n4_75_97_m
0.55362361225171,0.306499104042632,0.00846612402154253,7.16752559481394e-05,-10043.7948432374,3.89992319896839,1907.8786435,n4_75_98_m
0.433176049557228,0.187641489910006,0.0189288639100452,0.000358301888925012,-591.940612386544,2.84291643342904,7023.8683347,n4_75_99_m
