train rmse,train mse,test_rmse,test_mse,train_pll,test_pll,time,data_set_name
0.591403634649545,0.349758259076692,0.0239764661861842,0.000574870930777236,-13071.2530869914,3.77371233385829,6999.3411704,o9_75_100_m
0.778482882041163,0.606035597631115,0.0067728723822515,4.58718003062651e-05,-5842218.76624776,6.10882638455474,6993.5532568,o9_75_76_m
0.575219071641854,0.330876980380516,0.0103625230577202,0.000107381884121784,-401860.31320584,5.25291862948011,6997.4324429,o9_75_77_m
0.679212358818141,0.461329428371303,0.0102408432919658,0.000104874871330601,-538358.024656775,5.25086376357838,6993.7220295,o9_75_78_m
0.328210304686255,0.107722004102244,0.0161892393503157,0.00026209147074181,-48016.1516512948,4.46873649882189,6988.1760325,o9_75_79_m
0.435299928824946,0.189486028035003,0.0134038216236248,0.000179662434117951,-220085.874923977,5.28297317650261,6975.2112653,o9_75_80_m
0.280996285182373,0.0789589122862936,0.00861922704020952,7.4291074770679e-05,-78504.6960801812,5.24833594998953,6967.8638925,o9_75_81_m
0.398800498982244,0.159041837988487,0.0205029583958558,0.000420371302982194,-37760.5607640352,4.55886142449946,6996.7233076,o9_75_82_m
0.603156124273695,0.363797310248865,0.0168768996534335,0.000284829741912065,-80031.3166919251,4.34553289107696,6994.9426329,o9_75_83_m
0.492267624137093,0.242327413773578,0.0147911692257986,0.000218778687066212,-63038.7366850999,4.58528265174909,6977.3396255,o9_75_84_m
0.509586335934532,0.259678233771181,0.0217897168416012,0.000474791760037157,-67509.6589838464,4.64857149580754,6989.6447063,o9_75_85_m
0.496299800842087,0.246313492315895,0.0142508014089474,0.000203085340797258,-650242.976219799,5.40476063513697,6999.4562877,o9_75_86_m
0.490762156409082,0.240847494163292,0.0133683731572836,0.000178713400872381,-117886.436840773,4.94885536727857,6964.4734826,o9_75_87_m
0.418194417261658,0.174886570628817,0.0157244691051089,0.000247258928637523,-51119.5230508147,4.58084801144882,6981.9036877,o9_75_88_m
0.563518027829373,0.317552567688706,0.0125044031842213,0.000156360098993563,-65729.8095280111,4.55720825727688,6967.39537,o9_75_89_m
0.303047967947435,0.0918380708770695,0.0182595575112694,0.000333411440507355,-10401.8975156897,4.23150421257394,6991.5237828,o9_75_90_m
0.317354009252131,0.100713567188402,0.0270835360852583,0.000733517926881489,-17047.9102784473,4.30390686178454,6986.7259548,o9_75_91_m
0.443928569012042,0.197072574385079,0.0143314318190062,0.000205389937982822,-23134.8315672277,4.33118380003444,6978.4710683,o9_75_92_m
0.523484304642569,0.274035817207114,0.02195783953619,0.000482146717097067,-25494.9740643099,4.09654557778551,6979.3887465,o9_75_93_m
0.605458354369584,0.366579818875924,0.0209506774273344,0.000438930884664219,-19782.5191445328,3.91133784661764,6971.9620945,o9_75_94_m
0.664979160067411,0.44219728332396,0.0212615172814538,0.000452052117109557,-33463.3649503484,4.05939862114732,6966.4796848,o9_75_95_m
0.669454939211217,0.448169915634294,0.0165091101246775,0.000272550717108729,-65397.5094627896,4.32561623200351,6960.6649811,o9_75_96_m
0.58037972782988,0.336840628475886,0.0317922941129872,0.00101074996496668,-7399.24179015472,3.56780967744804,6966.0601505,o9_75_97_m
0.576410417909919,0.332248969875088,0.0287516618113238,0.000826658056912736,-7353.9144757183,3.48462360271333,1946.7967376,o9_75_98_m
0.364465640223696,0.132835202903669,0.0273906447326048,0.00075024741886777,-3928.82637459507,3.67533498958643,6964.0030474,o9_75_99_m
