train rmse,train mse,test_rmse,test_mse,train_pll,test_pll,time,data_set_name
0.471338465005067,0.222159948593332,0.0255087940001004,0.00065069857133956,-27595.1798436624,4.03168339383933,7009.054531,h25_75_100_m
0.50227644156403,0.252281623750225,0.0157869027950383,0.000249226299859988,-4642893.75763709,6.35539883913547,6993.5416587,h25_75_76_m
0.239741533112949,0.0574760026993474,0.00962564507158019,9.2653043044036e-05,-248907.479100931,5.93456405782511,6997.130323,h25_75_77_m
0.514576803765874,0.264789286973903,0.0152379886394616,0.00023219629777636,-5465467.89847397,6.39010592646589,7006.3960283,h25_75_78_m
0.518539137689872,0.268882837316156,0.0126642453673427,0.000160383110724262,-697708.634161641,5.62991951241836,7001.1090614,h25_75_79_m
0.307384316678815,0.0944851181401022,0.013122362397805,0.000172196394899326,-68112.4071878109,5.18047477014882,6983.0392869,h25_75_80_m
0.655995140578085,0.430329624462061,0.0108937943180377,0.000118674754643711,-13018624.8023079,6.64005734063782,7003.2741246,h25_75_81_m
0.453979814345735,0.206097671833388,0.00920309823037966,8.46970170380173e-05,-114180.975067052,5.20172017471654,6974.0097626,h25_75_82_m
0.111597672501965,0.0124540405078557,0.0184980629316148,0.00034217833222198,-47710.5516937857,5.936358439464,6987.5649129,h25_75_83_m
0.526022250531157,0.276699408053864,0.016731937127064,0.000279957720024023,-3945405.90315071,6.19071441048503,6968.836154,h25_75_84_m
0.608438745200063,0.370197706660627,0.0165460365924966,0.000273771326920237,-28170.5129241998,4.26604963751265,6988.659176,h25_75_85_m
0.823840814847319,0.678713688208294,0.0158443095456531,0.000251042144978474,-311402.545673874,4.891454220884,7001.2095779,h25_75_86_m
0.204351770442393,0.0417596460829406,0.0186665721450084,0.000348440915644802,-4213.86251821273,4.45968225205544,6990.9361238,h25_75_87_m
0.441470159637735,0.194895901850567,0.0132293546440754,0.00017501582429872,-413014.899853054,5.66597040149279,6972.0434197,h25_75_88_m
0.42905815839897,0.184090903288715,0.0133382309953796,0.000177908406086105,-680541.115323176,5.63834031081426,6990.0602107,h25_75_89_m
0.87588183426357,0.767168987592915,0.0177205274907241,0.000314017094549509,-937301.968508284,5.30316950328786,6975.1370081,h25_75_90_m
0.3661248382749,0.134047397201822,0.0205304485171247,0.000421499316314308,-284903.125427474,5.31689866620757,6994.2274146,h25_75_91_m
0.390411713155152,0.15242130576874,0.020104791149941,0.000404202627182748,-3015.04274056646,3.6217226354038,6981.3359795,h25_75_92_m
0.601985774094088,0.362386872211658,0.0166769415126875,0.000278120378217601,-18572.1395862578,3.95969940182606,6984.0243633,h25_75_93_m
0.401686666487359,0.161352178033727,0.0179994957033958,0.000323981845576562,-6750.94775150603,3.97842485628696,6969.3838993,h25_75_94_m
0.309731444955789,0.0959335679944007,0.0253172803479701,0.000640964684217713,-3172.05865840127,3.75760942682085,6973.6986186,h25_75_95_m
0.576269604993337,0.332086657639176,0.022946884821561,0.000526559523013986,-61206.6441744981,4.39651257120441,6969.2496411,h25_75_96_m
0.390442390633619,0.152445260403696,0.0242771072985238,0.00058937793878404,-23761.0472729464,4.2589313966918,6962.9912762,h25_75_97_m
0.611451949780656,0.373873486890566,0.0161333536076058,0.000260285098628046,-231786.469779982,4.75819243602069,1954.9267289,h25_75_98_m
0.242336909471426,0.0587271776921621,0.0300000740245279,0.000900004441477151,-2236.84878714997,3.57338169329163,6971.3485168,h25_75_99_m
