train rmse,train mse,test_rmse,test_mse,train_pll,test_pll,time,data_set_name
0.28087078199058,0.078888396176,0.0175163649121654,0.000306823039736138,-684.00760888259,3.40794011911992,2128.0552463,c7_75_100_m
0.488656322840423,0.238785001851924,0.010028810532036,0.000100577040687476,-92764.3602256225,4.83676541818257,2127.3021816,c7_75_76_m
0.908060899232277,0.824574596714532,0.0102995141003101,0.000106079990702487,-506295.637580523,5.26239748056742,2128.1252576,c7_75_77_m
0.661937420687552,0.43816114890649,0.00823307311089542,6.77834928493492e-05,-163271.083344609,5.00332126497027,2124.7144398,c7_75_78_m
0.428223024058163,0.183374958333518,0.0185679031144311,0.000344767026066901,-7535.89299787071,4.01900558677142,2124.71092,c7_75_79_m
0.952262513892851,0.906803895365531,0.00375599724313585,1.41075152904441e-05,-1637872.98221028,5.79359357624027,2127.5199753,c7_75_80_m
0.968206712396759,0.937424237930141,0.00478265217753049,2.28737618512372e-05,-1368721.87088078,5.78706244603418,2128.0407833,c7_75_81_m
0.119406348166634,0.0142578759824914,0.00909680393642025,8.27518418576709e-05,-4141.82021080641,5.03968562142243,2123.0270804,c7_75_82_m
0.763396742857251,0.58277458700506,0.00888170802247507,7.8884737396498e-05,-63741.5104370546,4.52288182851931,2127.8569941,c7_75_83_m
0.109428206462732,0.0119745323696504,0.00818199056291122,6.69449695715682e-05,-665.204919478201,4.25590805565604,2126.5893369,c7_75_84_m
0.937686972987848,0.879256859311112,0.00414085723108999,1.71466986082702e-05,-3160692.75118389,6.24706466798387,2127.3964121,c7_75_85_m
0.954368976289737,0.910820142904321,0.0109640502994338,0.000120210398968515,-3094546.01246003,6.32781336530719,2125.629199,c7_75_86_m
0.0576218328502665,0.00332027562102405,0.00460703499948219,2.12247714864539e-05,-3194.36052095981,5.6298946959679,2128.3539989,c7_75_87_m
0.94724158550969,0.897266621318912,0.00680620932560413,4.63244853839407e-05,-715268.822979125,5.56457124026597,2127.1499791,c7_75_88_m
0.0552030052241482,0.00304737178577733,0.0112239187968467,0.000125976353158208,-1878.49094809352,5.45173226588306,2128.8347824,c7_75_89_m
0.582352414309201,0.339134334451755,0.0166809222025555,0.000278253165527708,-3085.90862482482,3.40169491668942,2122.1355247,c7_75_90_m
0.265901784167427,0.0707037588234208,0.00947254540029982,8.97291163607412e-05,-10226.6100535881,4.72978675216796,2119.1856057,c7_75_91_m
0.938606565126316,0.880982284098222,0.00887810411269435,7.88207326358403e-05,-945430.062462431,5.6733596874421,2119.4522776,c7_75_92_m
0.995287122953809,0.990596457117671,0.00554466553600472,3.07433159061585e-05,-9620335.81349552,6.80151527317197,2122.9077486,c7_75_93_m
0.0334300747059885,0.00111756989484797,0.0140209569805945,0.000196587234651682,-1766.46332047925,5.84446445432281,2121.4894757,c7_75_94_m
0.977971478240501,0.956428212251911,0.00611749089592512,3.74236948617268e-05,-1424299.69796471,5.88183763603417,2122.399757,c7_75_95_m
0.0339129042485221,0.00115008507456943,0.0061950251939655,3.83783371538673e-05,-2480.31606285543,6.10418386299133,2120.4906723,c7_75_96_m
0.783543085796243,0.613939767299098,0.0114484303978357,0.000131066558574088,-35962.1616319232,4.33627595862499,2121.4549703,c7_75_97_m
0.0449781517642027,0.00202303413612365,0.00404626763139434,1.63722817448696e-05,-1259.23474936766,5.47535246150793,581.4858793,c7_75_98_m
0.55823045797201,0.31162124420764,0.022891671815681,0.000524028638516843,-633.839734259206,2.66911019046463,2122.4274745,c7_75_99_m
