0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101
0.46140298,0.48807271,0.44693739,0.46416026,0.51022757,0.93846023,0.52511026,0.71931873,0.92533612,0.52769707,0.40561976,0.94216986,0.46905834,0.93635149,0.43873697,0.35178667,0.20606273,0.86158635,0.57900987,0.55715893,0.24688365,0.54887819,0.32178763,0.84665314,0.74338897,0.53582939,0.83908481,0.26745374,0.80956586,0.52708527,0.87425099,0.64760407,0.78359875,0.00461521,0.1750312,0.74415731,0.89665115,0.47802624,0.94633691,0.1336576,0.68129335,0.07072836,0.13303408,0.96961124,0.07521214,0.73287542,0.94833888,0.40973654,0.59677342,0.33703332,0.76668492,0.03802043,0.39321518,0.28904343,0.11409048,0.33540502,0.93061124,0.27822891,0.4202227,0.87997262,0.80953437,0.55366505,0.80747338,0.95872728,0.53063726,0.59769407,0.60193405,0.81213013,0.59763389,0.18301891,0.89752411,0.68411594,0.38794773,0.66228527,0.25360303,0.56632922,0.92084123,0.26005475,0.91893264,0.64773826,0.05615851,0.97418813,0.03552248,0.02615134,0.01199518,0.20988142,0.91614014,0.00535018,0.01780965,0.98603881,0.37725624,0.00200752,0.7161091,0.56317861,0.00248848,0.0144157,0.99541948,0.24265549,0.3328487,0.99724518,0.000685,1
0.451518,0.46641325,0.46843241,0.46618857,0.46869586,0.93172212,0.60342753,0.67605591,0.89269827,0.56865379,0.4213463,0.94403514,0.48335058,0.94097505,0.59398441,0.44341435,0.23435553,0.88142987,0.58083296,0.46367507,0.19107698,0.47783069,0.28012218,0.85334197,0.8098234,0.49397027,0.71393973,0.29295429,0.78546671,0.73200908,0.81463695,0.58294047,0.77475759,0.0036697,0.1738209,0.50264802,0.88253366,0.50340734,0.94098471,0.15134007,0.88624287,0.32167787,0.15090373,0.65588963,0.02519814,0.73590192,0.94518042,0.43598029,0.56938435,0.31545629,0.59908379,0.03980799,0.2606326,0.20905947,0.0523955,0.28775535,0.9382708,0.34244403,0.38383687,0.67618907,0.89463625,0.50129379,0.52124521,0.96558407,0.49664392,0.66471422,0.62605959,0.77742632,0.70335317,0.26176139,0.84858642,0.57321097,0.31727978,0.68041216,0.75209755,0.58365835,0.94900382,0.24675276,0.90724384,0.65151952,0.03267026,0.97744693,0.04000851,0.02256133,0.01198717,0.20694925,0.91552062,0.00828068,0.02012599,0.99012165,0.38184134,0.0011002,0.71513648,0.56482685,0.00417349,0.01065944,0.9945392,0.24187689,0.33273289,0.99119728,0.000808,3
0.4543271,0.44179832,0.4524666,0.4331489,0.34826658,0.92112946,0.63087539,0.59245211,0.9054291,0.43102366,0.33937212,0.95053786,0.45364164,0.90287595,0.53337847,0.33953754,0.16803122,0.90607568,0.67072641,0.94547633,0.16651752,0.45523844,0.34669711,0.87905726,0.80984458,0.41891281,0.7788576,0.32384574,0.72423325,0.64520634,0.76630116,0.47496816,0.7479254,0.00159992,0.16555338,0.57484127,0.85635946,0.44413697,0.94410268,0.07376121,0.69167772,0.05893887,0.07342557,0.51915288,0.23560322,0.81385841,0.93276471,0.35819461,0.57416356,0.3333466,0.80536632,0.98065564,0.88463327,0.16636517,0.0382753,0.36691571,0.95976213,0.31862269,0.31365758,0.78294281,0.89163542,0.40395713,0.75429742,0.97574635,0.44376127,0.56045782,0.65426952,0.71382834,0.66245916,0.28966462,0.77489592,0.81264593,0.33729275,0.66152006,0.34271615,0.63069328,0.91948269,0.23556404,0.89747527,0.64495223,0.05399068,0.98559706,0.0363916,0.02834501,0.02052142,0.21345231,0.91667514,0.00821305,0.01652991,0.98608032,0.37751191,0.00118961,0.71415623,0.5631956,0.00223068,0.01436915,0.99449349,0.24188875,0.33336047,0.99453382,0.000217,6
0.47321752,0.49747864,0.41324082,0.43791824,0.26199339,0.89796884,0.65165497,0.53099778,0.88139809,0.36195832,0.29246504,0.94833816,0.50900924,0.88955581,0.62290956,0.31637366,0.13305572,0.91197945,0.75540819,0.92050867,0.21210943,0.54272122,0.35947958,0.84850495,0.84847601,0.39394808,0.76978692,0.41741199,0.66696569,0.61882099,0.73478486,0.39364668,0.71695458,0.00559157,0.17003531,0.3201739,0.82393354,0.41545539,0.94347551,0.10447181,0.69348322,0.06520369,0.10394561,0.49262913,0.23797741,0.78892844,0.93880158,0.32592111,0.56999216,0.31141654,0.81439094,0.15089983,0.91057987,0.5792749,0.98190497,0.45058739,0.62846022,0.78087459,0.4863878,0.76816481,0.87365466,0.25538783,0.56776221,0.79832747,0.59258857,0.60787184,0.22752321,0.74570036,0.82664295,0.9028175,0.41822938,0.76872471,0.43381672,0.60385747,0.34644571,0.57808247,0.94054653,0.24509207,0.9480179,0.62801369,0.04338893,0.99170319,0.0329121,0.02945504,0.02230992,0.20990891,0.91859069,0.01147325,0.01819206,0.98632881,0.37467063,0.00098948,0.71269755,0.56364538,0.00270827,0.01594024,0.99412731,0.2408597,0.33304232,0.99583843,1.92e-05,9
0.4721711,0.50873058,0.42021805,0.4842374,0.76442054,0.92314698,0.70334991,0.78620518,0.67346439,0.52041621,0.92785048,0.94562362,0.52924272,0.93845808,0.50834605,0.91216572,0.69737751,0.89107335,0.65449867,0.55807918,0.25280155,0.48521372,0.06746022,0.37529946,0.84341039,0.60929758,0.69692307,0.36905689,0.80627489,0.21713891,0.70753626,0.75230475,0.88278738,0.00421574,0.17854333,0.59004649,0.31436143,0.93688562,0.93657103,0.18189459,0.68468694,0.07693616,0.18181128,0.97256335,0.0925407,0.69291927,0.65477719,0.77490308,0.89593771,0.81115003,0.74579388,0.98039874,0.62825763,0.23168046,0.05742211,0.01350562,0.33992808,0.8337058,0.65592579,0.60037969,0.84155245,0.44978478,0.5751458,0.80146537,0.58241412,0.68296836,0.68500694,0.79899204,0.22504824,0.32783308,0.90342133,0.43995559,0.36007397,0.61744107,0.09363466,0.57497847,0.89847848,0.25091856,0.8843845,0.65213648,0.04868703,0.97659555,0.03164499,0.03347185,0.01877577,0.20560168,0.91715738,0.00530983,0.01608333,0.98852602,0.37246168,0.00213632,0.71275706,0.56474197,0.00223963,0.01463003,0.99892984,0.24126704,0.33132133,0.99811638,0.000512,10
0.45238698,0.45601296,0.45760846,0.451968,0.56460277,0.94434559,0.79251257,0.61946498,0.70201648,0.5914174,0.83738485,0.93865514,0.47217726,0.91725126,0.44258658,0.93241051,0.64862379,0.89432991,0.66382371,0.9492154,0.24086617,0.43202118,0.04514749,0.5172293,0.85352428,0.42968459,0.57096288,0.60670738,0.70631031,0.43240399,0.5828631,0.55072597,0.92353011,0.00216035,0.1687393,0.76469231,0.36552623,0.87478782,0.9070381,0.10035866,0.71289808,0.03961121,0.10015052,0.51657863,0.21912545,0.73391077,0.7469436,0.73876551,0.86254858,0.76102559,0.75268534,0.97517599,0.90598552,0.13890426,0.01357334,0.0,0.58489055,0.8614155,0.50505644,0.49729516,0.73230624,0.28011404,0.40819578,0.91900458,0.6097987,0.46764317,0.49638077,0.77047964,0.62820408,0.97233185,0.44818247,0.63128332,0.47522515,0.64994568,0.24382935,0.63362446,0.91175653,0.22382839,0.88376573,0.65340465,0.06057327,0.97351509,0.02746678,0.02948966,0.02471152,0.20338124,0.91664171,0.00291273,0.01276443,0.99077884,0.3778118,0.00124979,0.71196953,0.56451931,0.00289212,0.01044041,0.99843367,0.24160015,0.33169306,0.9941984,0.000552,12
0.47787574,0.48831993,0.44366756,0.47063627,0.30474138,0.90918271,0.72637003,0.54115689,0.86556351,0.4191341,0.33216555,0.9481937,0.49420902,0.88625914,0.62902032,0.34067941,0.16205444,0.89940674,0.66472469,0.9210335,0.23803326,0.45423885,0.32503031,0.87464407,0.86517054,0.37215516,0.73822469,0.40409978,0.67684258,0.59140932,0.73624585,0.42084899,0.7357297,0.00172692,0.16506145,0.33823766,0.82620391,0.44642717,0.9449802,0.13350201,0.66359785,0.23632362,0.13278557,0.53710325,0.06264366,0.85929717,0.92905641,0.35981799,0.40070591,0.20707439,0.59368605,0.98285293,0.87089186,0.17983353,0.93797984,0.45688501,0.66296687,0.86352741,0.45505902,0.73253991,0.82986446,0.23269172,0.5371197,0.83835248,0.32687158,0.68509147,0.70758743,0.66611156,0.60666435,0.35004517,0.74462072,0.75787912,0.39696521,0.60703778,0.32429945,0.60583476,0.92350396,0.22470708,0.91491385,0.63318398,0.03973789,0.9921362,0.03936875,0.03110109,0.02299529,0.21082899,0.91786635,0.01181304,0.01687499,0.9863268,0.37696866,0.00130736,0.71238633,0.56340761,0.0029207,0.01507486,0.99394474,0.24114736,0.33334005,0.99494114,0.00029,16
0.46812582,0.46594934,0.4354263,0.42997154,0.31034779,0.91216389,0.69151279,0.55136143,0.86970738,0.48110884,0.34410718,0.94954789,0.50262377,0.86859304,0.62590586,0.41441223,0.17988046,0.89892508,0.68276532,0.83172398,0.29197734,0.45419219,0.31542187,0.85914429,0.84143342,0.38365406,0.75008306,0.38574146,0.68527951,0.59363569,0.71226983,0.41978348,0.73817231,0.00336578,0.16288263,0.30685315,0.83922453,0.45692056,0.94636804,0.1343317,0.73816114,0.04667112,0.13436587,0.42046007,0.20701886,0.75218356,0.94461309,0.36555728,0.44911725,0.22416593,0.60316207,0.100602,0.80972098,0.45336253,0.32588677,0.51422834,0.88914811,0.8293581,0.46709123,0.74397012,0.82486893,0.24164372,0.54927552,0.82045353,0.33881247,0.69525263,0.69518899,0.67396359,0.61013375,0.33720023,0.75268868,0.76147822,0.3865048,0.61432097,0.32250278,0.53302631,0.94212934,0.23789422,0.88884802,0.62515123,0.03436034,0.99159975,0.04138761,0.02996623,0.0245195,0.20923029,0.91758518,0.01103752,0.01641706,0.98970963,0.37950135,0.0007024,0.71124826,0.56384691,0.00395695,0.01352621,0.99332153,0.24141985,0.3333897,0.99214176,0.000123,18
0.47016019,0.4914182,0.44520251,0.45204299,0.37668473,0.92707579,0.60477259,0.61218607,0.92960154,0.42848316,0.34383276,0.94739332,0.49343048,0.91839978,0.54677386,0.35071717,0.16758205,0.88217845,0.5590576,0.93452948,0.32157986,0.56366751,0.35048514,0.85202621,0.82969833,0.46159289,0.77409811,0.37341446,0.73130706,0.71646154,0.79102246,0.51254236,0.75030048,0.00481578,0.1704459,0.54500988,0.845084,0.44476442,0.95033702,0.18267074,0.72855388,0.04445604,0.18237291,0.50653593,0.22301949,0.75001127,0.94652134,0.3702508,0.67227169,0.33334005,0.76966545,0.94843983,0.90560562,0.21613124,0.46757255,0.55374899,0.85268826,0.74692238,0.54921962,0.79054107,0.84617778,0.34776625,0.5586236,0.76996359,0.6486629,0.65052282,0.22573218,0.76941077,0.98562617,0.91875512,0.45844884,0.76009184,0.36380152,0.69830881,0.40355988,0.60136276,0.89792784,0.23587367,0.90484318,0.64889742,0.05676539,0.98658093,0.03792907,0.02786214,0.01704103,0.20958663,0.91670461,0.00719291,0.01852843,0.9878649,0.37849053,0.00077159,0.71317455,0.56341051,0.00274594,0.01474097,0.99516518,0.24145249,0.33292186,0.99306268,0.000626,21
0.47963401,0.5155238,0.41269177,0.41760284,0.23878868,0.89522581,0.74350318,0.49017624,0.85933536,0.38047566,0.29627402,0.94971221,0.51218782,0.87424072,0.64354502,0.31960749,0.13639267,0.912287,0.72445809,0.87226374,0.27108206,0.5359969,0.34588404,0.84426856,0.8449902,0.33027622,0.77557249,0.46514643,0.62608176,0.54394932,0.67564133,0.35813706,0.70502146,0.00250934,0.16810669,0.2469612,0.81778236,0.42238048,0.94450695,0.12050661,0.71519675,0.05614733,0.12025181,0.44552483,0.22246227,0.77568432,0.94248978,0.33134467,0.40422877,0.18347629,0.59498381,0.12881285,0.87207979,0.49647532,0.97133997,0.4764998,0.64272098,0.85710021,0.41468799,0.7662457,0.75332578,0.20867435,0.76959315,0.87033421,0.27818576,0.56291569,0.74258539,0.61628022,0.57857032,0.37434167,0.72337949,0.69228778,0.48783514,0.53205728,0.30526918,0.55123206,0.9496811,0.24117711,0.92658568,0.62314711,0.03546272,0.99279275,0.03837332,0.03277376,0.02434451,0.21026937,0.91864653,0.0118789,0.01772271,0.98690927,0.37638303,0.00094799,0.7113419,0.5640226,0.00346396,0.01574157,0.99347746,0.24085511,0.33363869,0.99437203,0.000196,22
