0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,0
0.50029522,0.48489327,0.63339721,0.46171466,0.32160671,0.83133937,0.12460182,0.27483952,0.99357673,0.2220076,0.41223135,0.0371924,0.08568626,0.10178713,0.09439347,0.39795942,0.90790619,0.45034505,0.0672736,0.0434024,0.36216011,0.10808142,1,0.39970574,0.07001791,0.51172435,0.08232598,0.81228596,0.41371698,0.02432934,0.38922567,0.24536521,0.97780225,0.55344762,0.18836993,0.25477528,0.07415232,0.25512125,0.17451613,0.78718172,0.70415894,0.62662924,0.88184882,0.67581983,0.74070411,0.99419508,0.79480338,0.29298037,0.09622549,0.16206612,0.70978281,0.18007614,0.8809816,0.65017368,0.49585989,0.96934565,0.78132022,0.20704337,0.54916412,0.07739896,0.11484809,0.50008651,0.13171671,0.0929697,0.65745427,0.07059649,0.76143914,0.48484055,0.04357863,0.85901489,0.43411376,0.98897251,0.94451053,0.37881878,0.03234701,0.42263465,0.94043025,0.67468713,0.52210035,0.95228992,0.95801311,0.07097658,0.75589255,0.09456333,0.92622419,0.9552095,0.06277585,0.95442307,0.05635129,0.62477431,0.269989,0.94553477,0.99609433,0.02718334,0.97706752,0.03698767,0.76533224,0.04799744,0.55580909,0.23988341,2.67E-05,780,1
0.4374493,0.52223301,0.61626855,0.48211365,0.266647,0.7997542,0.11930763,0.25636173,0.99139927,0.15990317,0.41087298,0.03537186,0.083471,0.06727633,0.09687657,0.44865081,0.90478222,0.49129178,0.06901397,0.05333687,0.47795899,0.20094664,0.92597445,0.66647585,0.33001291,0.38982351,0.07637124,0.31686662,0.5391057,0.01597304,0.40518997,0.23417756,0.98128633,0.54469799,0.23365487,0.22226126,0.06970695,0.22305986,0.18280124,0.90700613,0.66183643,0.58265627,0.81706123,0.73953782,0.73371422,0.99533667,0.77310587,0.28493116,0.10272812,0.19649775,0.70032614,0.17970781,0.95195941,0.88819064,0.43294524,0.97303323,0.78391446,0.32605388,0.47963728,0.07418451,0.50517368,0.35975289,0.06267243,0.36615423,0.41776918,0.12040935,0.53335182,0.57624538,0.04092284,0.2472969,0.6403874,0.0176471,0.58461396,0.56115379,0.97607822,0.52153696,0.9180444,0.69968956,0.46618416,0.95109026,0.97241341,0.12275054,0.74634695,0.10663938,0.94794775,0.95427568,0.05966011,0.94969748,0.04634682,0.57548918,0.2749525,0.94103463,0.99513093,0.02652827,0.98152324,0.03220171,0.74627333,0.04864682,0.51471892,0.25612928,0.000956,3112,2
0.47445438,0.47815972,0.63097272,0.43073214,0.34876678,0.84476552,0.11189482,0.27847722,0.99391825,0.21349897,0.41068383,0.04381034,0.08483469,0.08733227,0.09038458,0.3634683,0.9167062,0.42157593,0.07888392,0.0327303,0.38959872,0.26679383,0.88137698,0.66264963,0.36511863,0.35368839,0.07868915,0.329245,0.54331025,0.03244829,0.38143748,0.251136,0.97554018,0.58451067,0.16907262,0.26923651,0.06916369,0.24009193,0.17682863,0.91607132,0.66407077,0.49374933,0.71395647,0.77945757,0.70617715,0.9974623,0.7850212,0.29176729,0.11575853,0.16979209,0.71822125,0.19717278,0.88138679,0.94958931,0.47004777,0.97084616,0.78235593,0.39965306,0.43117556,0.08394736,0.50584743,0.33053169,0.05552301,0.38811134,0.36359357,0.12140293,0.55921977,0.57354899,0.05423483,0.24838179,0.63831364,0.04726398,0.55693881,0.58251762,0.98975018,0.50138845,0.89626362,0.64946332,0.4205998,0.9535191,0.9683617,0.12605317,0.78484645,0.10474427,0.94021126,0.95448123,0.05752085,0.95220554,0.05285712,0.57147014,0.26594684,0.93886345,0.99568236,0.03032482,0.97867669,0.03354207,0.77663686,0.04660939,0.61827849,0.26513686,6.04E-05,2693,3
0.51926647,0.48378102,0.575178,0.47980716,0.28031976,0.77711523,0.12741952,0.24062639,0.98261976,0.23743324,0.37913369,0.02935815,0.08234153,0.07375195,0.09722667,0.40007242,0.92355232,0.46055462,0.07050737,0.08719868,0.41616531,0.57674187,0.71697634,0.65560664,0.3571866,0.335794,0.07156643,0.40585277,0.5016989,0.00749876,0.38818188,0.21197937,0.96344413,0.52225111,0.23198482,0.20455481,0.06522642,0.24266899,0.16986591,0.85760007,0.68240091,0.3938181,0.61806468,0.91231703,0.75196489,0.99720517,0.77947474,0.2658891,0.1098027,0.17679864,0.65440975,0.44606971,0.65197027,0.94072303,0.51483129,0.9682705,0.7805255,0.39950427,0.41162785,0.07255764,0.4987888,0.30455826,0.054738,0.36317202,0.36398379,0.11747805,0.5979605,0.53710339,0.03000604,0.3107364,0.59830062,0.00866614,0.63659362,0.52163515,0.96882918,0.45102559,0.92344949,0.65463867,0.39346096,0.9615378,0.96571051,0.11381768,0.69979475,0.13716015,0.94480256,0.95278209,0.05767389,0.95432958,0.04160111,0.63725251,0.25040167,0.93719169,0.99562234,0.02784718,0.97989037,0.03470174,0.7534422,0.05681206,0.54153629,0.2353368,2.36E-05,1157,5
0.50584657,0.47781156,0.62194221,0.4129817,0.38135705,0.85156372,0.09461724,0.28539421,0.99213065,0.17531094,0.41463562,0.04342362,0.07533042,0.07459659,0.07774588,0.44842667,0.8813475,0.36750838,0.06057417,0.02896812,0.60989577,0.29978179,0.88428449,0.56051133,0.32723908,0.35350346,0.08056732,0.30841156,0.54816865,0.031606,0.37296596,0.26050808,0.97262649,0.50909615,0.12172092,0.28947829,0.06450938,0.21485791,0.17920613,0.9438116,0.64370789,0.47579654,0.74190052,0.73415023,0.69739758,0.9971376,0.77559689,0.28773421,0.09170952,0.21955454,0.73071203,0.2204548,0.90363977,0.8856784,0.50111468,0.96904137,0.78105964,0.36041264,0.43169331,0.08675721,0.48004605,0.32936339,0.05710157,0.34962463,0.36193533,0.1243099,0.53896517,0.5784108,0.05502213,0.23834736,0.64650378,0.04389986,0.55691967,0.58446693,0.98931822,0.45527851,0.92444792,0.61916929,0.42749762,0.95180689,0.96434594,0.14214964,0.78890937,0.10498495,0.94963422,0.9543662,0.05925331,0.95767923,0.04688495,0.54262955,0.25405385,0.94073029,0.99516094,0.03109079,0.97651268,0.03531773,0.75167038,0.04704731,0.65290412,0.27803858,0.000625,1969,10
0.47710371,0.48245472,0.63212464,0.43647557,0.34057933,0.84184538,0.12886444,0.2528366,0.98631126,0.27753834,0.36743054,0.03443155,0.08537273,0.08901366,0.0970227,0.39466749,0.90486467,0.41671127,0.06545946,0.069248,0.39153471,0.84297314,0.60214165,0.45093785,0.15306605,0.48686884,0.06195178,0.85789127,0.34439412,0.03388148,0.36489167,0.22145805,0.95720648,0.54135911,0.16463699,0.26708273,0.07208688,0.25172487,0.17048748,0.48545378,0.76044892,0.25186438,0.65719702,0.88665552,0.85571336,0.99858708,0.7867066,0.29226451,0.0969581,0.16475634,0.67487816,0.75681171,0.50168013,0.86464288,0.47261921,0.97070318,0.78228326,0.29628357,0.50202479,0.06547186,0.10704324,0.52676536,0.10938042,0.25456633,0.60636871,0.03130026,0.811367,0.41284839,0.04930638,0.94050685,0.3433275,0.99771455,0.8926846,0.31087058,0.05527591,0.4801186,0.92349403,0.67528551,0.42759518,0.94979354,0.96409613,0.11492336,0.74224609,0.09678207,0.9419524,0.95476145,0.05399298,0.95334436,0.0508845,0.63774357,0.28199015,0.93416862,0.99672569,0.03243449,0.9788975,0.03506449,0.76777814,0.04846026,0.55582235,0.23185698,0.000339,707,11
0.48700641,0.46561817,0.67203983,0.4350517,0.39309771,0.87268233,0.11060361,0.32379257,0.00353142,0.16965059,0.4658032,0.05046842,0.08525151,0.12491934,0.08130022,0.39954622,0.88632955,0.36589251,0.10474597,0.05537271,0.10656285,0.4268827,0.84363687,0.59005149,0.36189227,0.40676554,0.08136098,0.21773639,0.60360325,0.04234596,0.39435735,0.29831649,0.99249776,0.49694514,0.11381136,0.316657,0.06580855,0.26642579,0.17332517,0.91444966,0.63710543,0.43295893,0.67278668,0.77656516,0.69283774,0.99782212,0.80660395,0.31078109,0.15393955,0.14786078,0.7971361,0.31808711,0.83670438,0.92020796,0.48243453,0.97013145,0.78183808,0.3765347,0.4913395,0.08830675,0.51129903,0.38764906,0.05725417,0.40731012,0.40585625,0.11957042,0.492268,0.63924324,0.06480595,0.15763977,0.69746225,0.0664975,0.45823089,0.65025944,0.99394105,0.49407438,0.90505774,0.63679845,0.41964713,0.94540121,0.95579155,0.11453194,0.81573673,0.1159876,0.92317769,0.95850004,0.05908152,0.95366939,0.06715724,0.5777089,0.25519932,0.9422747,0.99477681,0.03616925,0.97646597,0.0348143,0.80809757,0.0415107,0.65498162,0.30875876,0.000973,4471,14
0.53848165,0.4629332,0.60339909,0.43618825,0.33643698,0.81511967,0.13469716,0.25405729,0.9838956,0.23581517,0.38390915,0.03407584,0.08416592,0.07274596,0.08842589,0.42157962,0.90876578,0.39477687,0.07346213,0.06850688,0.43186493,0.33059523,0.89953744,0.60613337,0.40953133,0.33128156,0.06336932,0.27393776,0.52602754,0.02969305,0.391701,0.22862818,0.96040333,0.48374761,0.16569662,0.24804383,0.06618196,0.23440376,0.17017084,0.92876611,0.6582054,0.48984341,0.73844403,0.7555752,0.7018414,0.99411292,0.77659845,0.27918145,0.113548,0.18104625,0.67449148,0.25163946,0.90872455,0.91354528,0.53400993,0.96713673,0.77974504,0.43802383,0.40708632,0.06952431,0.5367669,0.31599363,0.03657282,0.4474045,0.33627125,0.10495709,0.53789204,0.55516854,0.04835523,0.19878781,0.61085945,0.05616064,0.4738936,0.58284122,0.98463706,0.42307212,0.92109392,0.61865173,0.42943747,0.95580196,0.97049682,0.12941933,0.74738646,0.11266082,0.94939816,0.95293796,0.05675301,0.95387587,0.04290992,0.62021175,0.25525207,0.93722197,0.99565089,0.02894684,0.97838325,0.03428755,0.76484145,0.0497724,0.61019159,0.21904062,0.000289,2273,18
0.46738988,0.4692265,0.59219563,0.45185806,0.37048837,0.83278965,0.12203333,0.30769233,0.99401873,0.22908907,0.44225166,0.0364436,0.08422405,0.12434163,0.07826994,0.31505441,0.91427788,0.36978674,0.07483916,0.0618281,0.26194105,0.22563514,0.89980022,0.6219667,0.41640475,0.40067511,0.06645466,0.39047576,0.56690823,0.02683488,0.38683973,0.27670708,0.97966148,0.56392351,0.15021291,0.26298436,0.06083383,0.28009364,0.16194787,0.89852091,0.66649122,0.47120844,0.70301627,0.76427143,0.6924425,0.99679267,0.80971102,0.2738073,0.12105423,0.11887765,0.71720279,0.16712658,0.90468244,0.93786097,0.46297889,0.97126058,0.78264017,0.42486992,0.48630292,0.06915146,0.55275206,0.37912151,0.04531685,0.46436755,0.41080885,0.10537155,0.60039071,0.59282054,0.04808647,0.30861961,0.659981,0.04287034,0.60029576,0.60680526,0.98478936,0.51943223,0.88413073,0.65963554,0.42368898,0.95415465,0.96717759,0.11147622,0.79347353,0.11589376,0.92028263,0.95400146,0.06202681,0.95437895,0.06878929,0.5390653,0.2293685,0.94414456,0.99710533,0.03404252,0.98060058,0.03326054,0.81218861,0.04078769,0.64360779,0.26358881,0.000287,4383,19
