train rmse,train mse,test_rmse,test_mse,train_pll,test_pll,time,data_set_name
0.0219963793227983,0.000483840703312427,0.0227203992603066,0.000516216542547741,-1046.59764916434,5.96743157671777,1460.6120647,c5_75_100_m
0.616611540015326,0.380209791280072,0.0207615260537698,0.00043104096408136,-247189.265150512,5.12649173332117,1465.3360821,c5_75_76_m
0.080255587156428,0.006440959269823,0.0181574651799865,0.000329693541762423,-4674.90357101162,5.32761296066254,1463.5959613,c5_75_77_m
0.808947325766032,0.654395775864015,0.0272509457561299,0.000742614044603534,-365908.884091457,5.3106574813317,1465.3422903,c5_75_78_m
0.267062705911526,0.0713224888887863,0.0213704597101951,0.000456696548225073,-30205.4978828716,4.97977371602505,1465.4434741,c5_75_79_m
0.77596556101358,0.602122551879119,0.0133816201327974,0.000179067757378489,-3619480.74024919,6.44876477330888,1465.4402685,c5_75_80_m
0.524981316162243,0.27560538231944,0.0147329956800178,0.000217061161707422,-208070.216829206,5.4261042776552,1466.4787884,c5_75_81_m
0.511235652624475,0.261361892514373,0.0165234402705115,0.000273024078373161,-1273773.04923439,6.00283813913545,1465.9315648,c5_75_82_m
0.873071657737369,0.762254119544278,0.0232149731480573,0.000538934978265022,-367503.116479381,5.16154258725878,1460.8636406,c5_75_83_m
0.0347995228328234,0.0012110067893922,0.0309763942946307,0.000959537003496432,-911.994142452556,5.37529187060628,1466.7090871,c5_75_84_m
0.0389220179106377,0.001514923478236,0.0188150888613816,0.000354007568861685,-16720.5559506578,6.65195593112568,1464.7426056,c5_75_85_m
0.281145797008765,0.0790429591756937,0.0105506445058756,0.000111316099489363,-234820.630647822,6.15143536513034,1467.318081,c5_75_86_m
0.586066430670362,0.343473861158699,0.0155564301239384,0.000242002518200978,-3677312.2380869,6.871172461097,1465.8450522,c5_75_87_m
0.864642156012792,0.74760605795445,0.0255645379746634,0.000653545601858007,-616849.104524509,5.00736802297082,1466.9695579,c5_75_88_m
0.962117494807063,0.92567007381382,0.0255287290314911,0.000651716005963297,-1100186.18341696,5.33620888695807,1465.3616171,c5_75_89_m
0.365918415699951,0.133896286948362,0.015850072150273,0.000251224787168861,-13966.7635898082,4.52696239612006,1464.1508948,c5_75_90_m
0.0371360672800615,0.00137908749302925,0.0377382151741551,0.00142417288453083,-3568.66671847732,6.04722090012707,1465.8654465,c5_75_91_m
0.994910457366848,0.98984681817791,0.0115145016072942,0.000132583747264381,-26329871.5992627,7.32112568709237,1463.4174087,c5_75_92_m
0.592499195069956,0.351055296158546,0.0131773158212517,0.000173641652253009,-4768073.20467021,6.40500897270677,1463.7180605,c5_75_93_m
0.395737786677509,0.156608395804414,0.0204010320843844,0.000416202110108083,-7339911.71379133,7.5244517785602,1462.3836444,c5_75_94_m
0.0106544092463202,0.000113516436388073,0.0236629287578672,0.000559934197399899,-406.015140489854,6.11202057562829,1462.5864945,c5_75_95_m
0.252242649269565,0.0636263541105288,0.0195486247052752,0.000382148727867694,-252891.441414088,6.29048800224759,1463.3624935,c5_75_96_m
0.843604524250782,0.711668593336388,0.021534214877797,0.000463722410403134,-1474276.19693786,5.79314479128031,1461.6468504,c5_75_97_m
0.70147567663338,0.492068124908259,0.00815613007555198,6.65224578093235e-05,-92276.0694269194,4.83977183082919,397.0669883,c5_75_98_m
0.0358587429361432,0.0012858494449604,0.0274488841887549,0.000753441243207681,-704.058341913847,5.22483084003424,1463.0142696,c5_75_99_m
